indice_tiempo;medio_de_transporte;pais_destino;viajes_de_turistas_residentes
1/1/2016;Aérea;Bolivia;4196
1/1/2016;Aérea;Brasil;104681
1/1/2016;Aérea;Chile;28185
1/1/2016;Aérea;Paraguay;3093
1/1/2016;Aérea;Uruguay;15601
1/1/2016;Aérea;EE.UU. y Canadá;55222
1/1/2016;Aérea;Resto de América;76330
1/1/2016;Aérea;Europa;32038
1/1/2016;Aérea;Resto del mundo;12649
1/1/2016;Fluvial/Marítima;Bolivia;6496
1/1/2016;Fluvial/Marítima;Brasil;27243
1/1/2016;Fluvial/Marítima;Chile;11519
1/1/2016;Fluvial/Marítima;Paraguay;9920
1/1/2016;Fluvial/Marítima;Uruguay;102277
1/1/2016;Fluvial/Marítima;EE.UU. y Canadá;1210
1/1/2016;Fluvial/Marítima;Resto de América;334
1/1/2016;Fluvial/Marítima;Europa;733
1/1/2016;Fluvial/Marítima;Resto del mundo;84
1/1/2016;Terrestre;Bolivia;50456
1/1/2016;Terrestre;Brasil;361086
1/1/2016;Terrestre;Chile;335435
1/1/2016;Terrestre;Paraguay;128491
1/1/2016;Terrestre;Uruguay;168571
1/1/2016;Terrestre;EE.UU. y Canadá;279
1/1/2016;Terrestre;Resto de América;3666
1/1/2016;Terrestre;Europa;520
1/1/2016;Terrestre;Resto del mundo;234
1/2/2016;Aérea;Bolivia;6287
1/2/2016;Aérea;Brasil;101688
1/2/2016;Aérea;Chile;28663
1/2/2016;Aérea;Paraguay;2604
1/2/2016;Aérea;Uruguay;12678
1/2/2016;Aérea;EE.UU. y Canadá;60999
1/2/2016;Aérea;Resto de América;86741
1/2/2016;Aérea;Europa;43823
1/2/2016;Aérea;Resto del mundo;15606
1/2/2016;Fluvial/Marítima;Bolivia;4774
1/2/2016;Fluvial/Marítima;Brasil;27396
1/2/2016;Fluvial/Marítima;Chile;12530
1/2/2016;Fluvial/Marítima;Paraguay;9692
1/2/2016;Fluvial/Marítima;Uruguay;100631
1/2/2016;Fluvial/Marítima;EE.UU. y Canadá;718
1/2/2016;Fluvial/Marítima;Resto de América;1080
1/2/2016;Fluvial/Marítima;Europa;369
1/2/2016;Fluvial/Marítima;Resto del mundo;116
1/2/2016;Terrestre;Bolivia;63329
1/2/2016;Terrestre;Brasil;328557
1/2/2016;Terrestre;Chile;313945
1/2/2016;Terrestre;Paraguay;97491
1/2/2016;Terrestre;Uruguay;177215
1/2/2016;Terrestre;EE.UU. y Canadá;230
1/2/2016;Terrestre;Resto de América;3023
1/2/2016;Terrestre;Europa;429
1/2/2016;Terrestre;Resto del mundo;193
1/3/2016;Aérea;Bolivia;4249
1/3/2016;Aérea;Brasil;98355
1/3/2016;Aérea;Chile;25517
1/3/2016;Aérea;Paraguay;2338
1/3/2016;Aérea;Uruguay;7081
1/3/2016;Aérea;EE.UU. y Canadá;70368
1/3/2016;Aérea;Resto de América;70845
1/3/2016;Aérea;Europa;45705
1/3/2016;Aérea;Resto del mundo;16015
1/3/2016;Fluvial/Marítima;Bolivia;6323
1/3/2016;Fluvial/Marítima;Brasil;10690
1/3/2016;Fluvial/Marítima;Chile;4854
1/3/2016;Fluvial/Marítima;Paraguay;7566
1/3/2016;Fluvial/Marítima;Uruguay;63288
1/3/2016;Fluvial/Marítima;EE.UU. y Canadá;95
1/3/2016;Fluvial/Marítima;Resto de América;184
1/3/2016;Fluvial/Marítima;Europa;50
1/3/2016;Fluvial/Marítima;Resto del mundo;16
1/3/2016;Terrestre;Bolivia;34113
1/3/2016;Terrestre;Brasil;136954
1/3/2016;Terrestre;Chile;193075
1/3/2016;Terrestre;Paraguay;68557
1/3/2016;Terrestre;Uruguay;90377
1/3/2016;Terrestre;EE.UU. y Canadá;230
1/3/2016;Terrestre;Resto de América;3027
1/3/2016;Terrestre;Europa;429
1/3/2016;Terrestre;Resto del mundo;193
1/4/2016;Aérea;Bolivia;3201
1/4/2016;Aérea;Brasil;66140
1/4/2016;Aérea;Chile;22725
1/4/2016;Aérea;Paraguay;2868
1/4/2016;Aérea;Uruguay;5121
1/4/2016;Aérea;EE.UU. y Canadá;65311
1/4/2016;Aérea;Resto de América;67930
1/4/2016;Aérea;Europa;44351
1/4/2016;Aérea;Resto del mundo;14921
1/4/2016;Fluvial/Marítima;Bolivia;5602
1/4/2016;Fluvial/Marítima;Brasil;3867
1/4/2016;Fluvial/Marítima;Chile;136
1/4/2016;Fluvial/Marítima;Paraguay;6473
1/4/2016;Fluvial/Marítima;Uruguay;25137
1/4/2016;Fluvial/Marítima;EE.UU. y Canadá;114
1/4/2016;Fluvial/Marítima;Resto de América;249
1/4/2016;Fluvial/Marítima;Europa;56
1/4/2016;Fluvial/Marítima;Resto del mundo;17
1/4/2016;Terrestre;Bolivia;28300
1/4/2016;Terrestre;Brasil;53902
1/4/2016;Terrestre;Chile;113887
1/4/2016;Terrestre;Paraguay;66681
1/4/2016;Terrestre;Uruguay;27907
1/4/2016;Terrestre;EE.UU. y Canadá;97
1/4/2016;Terrestre;Resto de América;1277
1/4/2016;Terrestre;Europa;181
1/4/2016;Terrestre;Resto del mundo;81
1/5/2016;Aérea;Bolivia;2899
1/5/2016;Aérea;Brasil;49450
1/5/2016;Aérea;Chile;25059
1/5/2016;Aérea;Paraguay;3496
1/5/2016;Aérea;Uruguay;5593
1/5/2016;Aérea;EE.UU. y Canadá;76281
1/5/2016;Aérea;Resto de América;67362
1/5/2016;Aérea;Europa;59681
1/5/2016;Aérea;Resto del mundo;12322
1/5/2016;Fluvial/Marítima;Bolivia;7407
1/5/2016;Fluvial/Marítima;Brasil;6240
1/5/2016;Fluvial/Marítima;Chile;41
1/5/2016;Fluvial/Marítima;Paraguay;8086
1/5/2016;Fluvial/Marítima;Uruguay;26017
1/5/2016;Fluvial/Marítima;EE.UU. y Canadá;140
1/5/2016;Fluvial/Marítima;Resto de América;342
1/5/2016;Fluvial/Marítima;Europa;107
1/5/2016;Fluvial/Marítima;Resto del mundo;14
1/5/2016;Terrestre;Bolivia;28363
1/5/2016;Terrestre;Brasil;35830
1/5/2016;Terrestre;Chile;93967
1/5/2016;Terrestre;Paraguay;70291
1/5/2016;Terrestre;Uruguay;25707
1/5/2016;Terrestre;EE.UU. y Canadá;14
1/5/2016;Terrestre;Resto de América;185
1/5/2016;Terrestre;Europa;26
1/5/2016;Terrestre;Resto del mundo;11
1/6/2016;Aérea;Bolivia;2355
1/6/2016;Aérea;Brasil;41792
1/6/2016;Aérea;Chile;29914
1/6/2016;Aérea;Paraguay;3457
1/6/2016;Aérea;Uruguay;5473
1/6/2016;Aérea;EE.UU. y Canadá;74201
1/6/2016;Aérea;Resto de América;61876
1/6/2016;Aérea;Europa;77750
1/6/2016;Aérea;Resto del mundo;9376
1/6/2016;Fluvial/Marítima;Bolivia;8964
1/6/2016;Fluvial/Marítima;Brasil;3975
1/6/2016;Fluvial/Marítima;Chile;31
1/6/2016;Fluvial/Marítima;Paraguay;8875
1/6/2016;Fluvial/Marítima;Uruguay;26407
1/6/2016;Fluvial/Marítima;EE.UU. y Canadá;124
1/6/2016;Fluvial/Marítima;Resto de América;336
1/6/2016;Fluvial/Marítima;Europa;158
1/6/2016;Fluvial/Marítima;Resto del mundo;12
1/6/2016;Terrestre;Bolivia;28099
1/6/2016;Terrestre;Brasil;39835
1/6/2016;Terrestre;Chile;63002
1/6/2016;Terrestre;Paraguay;74236
1/6/2016;Terrestre;Uruguay;31486
1/6/2016;Terrestre;EE.UU. y Canadá;61
1/6/2016;Terrestre;Resto de América;808
1/6/2016;Terrestre;Europa;114
1/6/2016;Terrestre;Resto del mundo;51
1/7/2016;Aérea;Bolivia;3731
1/7/2016;Aérea;Brasil;57666
1/7/2016;Aérea;Chile;44808
1/7/2016;Aérea;Paraguay;3166
1/7/2016;Aérea;Uruguay;4694
1/7/2016;Aérea;EE.UU. y Canadá;66306
1/7/2016;Aérea;Resto de América;64944
1/7/2016;Aérea;Europa;73738
1/7/2016;Aérea;Resto del mundo;9500
1/7/2016;Fluvial/Marítima;Bolivia;10536
1/7/2016;Fluvial/Marítima;Brasil;7590
1/7/2016;Fluvial/Marítima;Chile;67
1/7/2016;Fluvial/Marítima;Paraguay;13564
1/7/2016;Fluvial/Marítima;Uruguay;35164
1/7/2016;Fluvial/Marítima;EE.UU. y Canadá;940
1/7/2016;Fluvial/Marítima;Resto de América;1325
1/7/2016;Fluvial/Marítima;Europa;878
1/7/2016;Fluvial/Marítima;Resto del mundo;90
1/7/2016;Terrestre;Bolivia;47167
1/7/2016;Terrestre;Brasil;107121
1/7/2016;Terrestre;Chile;127320
1/7/2016;Terrestre;Paraguay;112766
1/7/2016;Terrestre;Uruguay;53312
1/7/2016;Terrestre;EE.UU. y Canadá;315
1/7/2016;Terrestre;Resto de América;1286
1/7/2016;Terrestre;Europa;182
1/7/2016;Terrestre;Resto del mundo;82
1/8/2016;Aérea;Bolivia;3907
1/8/2016;Aérea;Brasil;50559
1/8/2016;Aérea;Chile;35652
1/8/2016;Aérea;Paraguay;3614
1/8/2016;Aérea;Uruguay;5705
1/8/2016;Aérea;EE.UU. y Canadá;76418
1/8/2016;Aérea;Resto de América;63126
1/8/2016;Aérea;Europa;73131
1/8/2016;Aérea;Resto del mundo;13219
1/8/2016;Fluvial/Marítima;Bolivia;7621
1/8/2016;Fluvial/Marítima;Brasil;4313
1/8/2016;Fluvial/Marítima;Chile;42
1/8/2016;Fluvial/Marítima;Paraguay;8830
1/8/2016;Fluvial/Marítima;Uruguay;27354
1/8/2016;Fluvial/Marítima;EE.UU. y Canadá;465
1/8/2016;Fluvial/Marítima;Resto de América;753
1/8/2016;Fluvial/Marítima;Europa;563
1/8/2016;Fluvial/Marítima;Resto del mundo;43
1/8/2016;Terrestre;Bolivia;39846
1/8/2016;Terrestre;Brasil;51112
1/8/2016;Terrestre;Chile;98873
1/8/2016;Terrestre;Paraguay;76798
1/8/2016;Terrestre;Uruguay;35778
1/8/2016;Terrestre;EE.UU. y Canadá;160
1/8/2016;Terrestre;Resto de América;851
1/8/2016;Terrestre;Europa;120
1/8/2016;Terrestre;Resto del mundo;54
1/9/2016;Aérea;Bolivia;3412
1/9/2016;Aérea;Brasil;48537
1/9/2016;Aérea;Chile;36402
1/9/2016;Aérea;Paraguay;3086
1/9/2016;Aérea;Uruguay;5932
1/9/2016;Aérea;EE.UU. y Canadá;72483
1/9/2016;Aérea;Resto de América;58014
1/9/2016;Aérea;Europa;72818
1/9/2016;Aérea;Resto del mundo;11711
1/9/2016;Fluvial/Marítima;Bolivia;7584
1/9/2016;Fluvial/Marítima;Brasil;3814
1/9/2016;Fluvial/Marítima;Chile;49
1/9/2016;Fluvial/Marítima;Paraguay;8795
1/9/2016;Fluvial/Marítima;Uruguay;30726
1/9/2016;Fluvial/Marítima;EE.UU. y Canadá;301
1/9/2016;Fluvial/Marítima;Resto de América;418
1/9/2016;Fluvial/Marítima;Europa;328
1/9/2016;Fluvial/Marítima;Resto del mundo;24
1/9/2016;Terrestre;Bolivia;34528
1/9/2016;Terrestre;Brasil;59953
1/9/2016;Terrestre;Chile;112551
1/9/2016;Terrestre;Paraguay;63970
1/9/2016;Terrestre;Uruguay;36017
1/9/2016;Terrestre;EE.UU. y Canadá;313
1/9/2016;Terrestre;Resto de América;2622
1/9/2016;Terrestre;Europa;372
1/9/2016;Terrestre;Resto del mundo;167
1/10/2016;Aérea;Bolivia;3055
1/10/2016;Aérea;Brasil;67796
1/10/2016;Aérea;Chile;47213
1/10/2016;Aérea;Paraguay;4090
1/10/2016;Aérea;Uruguay;7111
1/10/2016;Aérea;EE.UU. y Canadá;79955
1/10/2016;Aérea;Resto de América;60338
1/10/2016;Aérea;Europa;76781
1/10/2016;Aérea;Resto del mundo;10486
1/10/2016;Fluvial/Marítima;Bolivia;5852
1/10/2016;Fluvial/Marítima;Brasil;4567
1/10/2016;Fluvial/Marítima;Chile;36
1/10/2016;Fluvial/Marítima;Paraguay;10650
1/10/2016;Fluvial/Marítima;Uruguay;43765
1/10/2016;Fluvial/Marítima;EE.UU. y Canadá;268
1/10/2016;Fluvial/Marítima;Resto de América;383
1/10/2016;Fluvial/Marítima;Europa;282
1/10/2016;Fluvial/Marítima;Resto del mundo;21
1/10/2016;Terrestre;Bolivia;29937
1/10/2016;Terrestre;Brasil;63224
1/10/2016;Terrestre;Chile;160443
1/10/2016;Terrestre;Paraguay;81566
1/10/2016;Terrestre;Uruguay;51171
1/10/2016;Terrestre;EE.UU. y Canadá;75
1/10/2016;Terrestre;Resto de América;989
1/10/2016;Terrestre;Europa;140
1/10/2016;Terrestre;Resto del mundo;63
1/11/2016;Aérea;Bolivia;2963
1/11/2016;Aérea;Brasil;61497
1/11/2016;Aérea;Chile;43381
1/11/2016;Aérea;Paraguay;4016
1/11/2016;Aérea;Uruguay;8159
1/11/2016;Aérea;EE.UU. y Canadá;57940
1/11/2016;Aérea;Resto de América;59793
1/11/2016;Aérea;Europa;47276
1/11/2016;Aérea;Resto del mundo;11214
1/11/2016;Fluvial/Marítima;Bolivia;5699
1/11/2016;Fluvial/Marítima;Brasil;4319
1/11/2016;Fluvial/Marítima;Chile;780
1/11/2016;Fluvial/Marítima;Paraguay;9907
1/11/2016;Fluvial/Marítima;Uruguay;48930
1/11/2016;Fluvial/Marítima;EE.UU. y Canadá;110
1/11/2016;Fluvial/Marítima;Resto de América;155
1/11/2016;Fluvial/Marítima;Europa;115
1/11/2016;Fluvial/Marítima;Resto del mundo;8
1/11/2016;Terrestre;Bolivia;27246
1/11/2016;Terrestre;Brasil;51037
1/11/2016;Terrestre;Chile;148819
1/11/2016;Terrestre;Paraguay;72382
1/11/2016;Terrestre;Uruguay;54640
1/11/2016;Terrestre;EE.UU. y Canadá;63
1/11/2016;Terrestre;Resto de América;828
1/11/2016;Terrestre;Europa;117
1/11/2016;Terrestre;Resto del mundo;52
1/12/2016;Aérea;Bolivia;2783
1/12/2016;Aérea;Brasil;64189
1/12/2016;Aérea;Chile;40482
1/12/2016;Aérea;Paraguay;3490
1/12/2016;Aérea;Uruguay;9779
1/12/2016;Aérea;EE.UU. y Canadá;58767
1/12/2016;Aérea;Resto de América;58849
1/12/2016;Aérea;Europa;33914
1/12/2016;Aérea;Resto del mundo;11545
1/12/2016;Fluvial/Marítima;Bolivia;8449
1/12/2016;Fluvial/Marítima;Brasil;14238
1/12/2016;Fluvial/Marítima;Chile;8777
1/12/2016;Fluvial/Marítima;Paraguay;14266
1/12/2016;Fluvial/Marítima;Uruguay;58994
1/12/2016;Fluvial/Marítima;EE.UU. y Canadá;560
1/12/2016;Fluvial/Marítima;Resto de América;1251
1/12/2016;Fluvial/Marítima;Europa;588
1/12/2016;Fluvial/Marítima;Resto del mundo;45
1/12/2016;Terrestre;Bolivia;38890
1/12/2016;Terrestre;Brasil;70065
1/12/2016;Terrestre;Chile;190928
1/12/2016;Terrestre;Paraguay;86852
1/12/2016;Terrestre;Uruguay;75267
1/12/2016;Terrestre;EE.UU. y Canadá;234
1/12/2016;Terrestre;Resto de América;3079
1/12/2016;Terrestre;Europa;436
1/12/2016;Terrestre;Resto del mundo;196
1/1/2017;Aérea;Bolivia;5532
1/1/2017;Aérea;Brasil;113833
1/1/2017;Aérea;Chile;45105
1/1/2017;Aérea;Paraguay;3256
1/1/2017;Aérea;Uruguay;19540
1/1/2017;Aérea;EE.UU. y Canadá;67899
1/1/2017;Aérea;Resto de América;86052
1/1/2017;Aérea;Europa;35113
1/1/2017;Aérea;Resto del mundo;16233
1/1/2017;Fluvial/Marítima;Bolivia;6877
1/1/2017;Fluvial/Marítima;Brasil;27776
1/1/2017;Fluvial/Marítima;Chile;11814
1/1/2017;Fluvial/Marítima;Paraguay;19337
1/1/2017;Fluvial/Marítima;Uruguay;123314
1/1/2017;Fluvial/Marítima;EE.UU. y Canadá;757
1/1/2017;Fluvial/Marítima;Resto de América;2166
1/1/2017;Fluvial/Marítima;Europa;1070
1/1/2017;Fluvial/Marítima;Resto del mundo;73
1/1/2017;Terrestre;Bolivia;56721
1/1/2017;Terrestre;Brasil;370276
1/1/2017;Terrestre;Chile;489167
1/1/2017;Terrestre;Paraguay;182468
1/1/2017;Terrestre;Uruguay;214687
1/1/2017;Terrestre;EE.UU. y Canadá;457
1/1/2017;Terrestre;Resto de América;6012
1/1/2017;Terrestre;Europa;853
1/1/2017;Terrestre;Resto del mundo;383
1/2/2017;Aérea;Bolivia;5221
1/2/2017;Aérea;Brasil;120729
1/2/2017;Aérea;Chile;47896
1/2/2017;Aérea;Paraguay;4089
1/2/2017;Aérea;Uruguay;14169
1/2/2017;Aérea;EE.UU. y Canadá;69976
1/2/2017;Aérea;Resto de América;99369
1/2/2017;Aérea;Europa;45062
1/2/2017;Aérea;Resto del mundo;17419
1/2/2017;Fluvial/Marítima;Bolivia;5829
1/2/2017;Fluvial/Marítima;Brasil;25824
1/2/2017;Fluvial/Marítima;Chile;10869
1/2/2017;Fluvial/Marítima;Paraguay;14312
1/2/2017;Fluvial/Marítima;Uruguay;103567
1/2/2017;Fluvial/Marítima;EE.UU. y Canadá;1432
1/2/2017;Fluvial/Marítima;Resto de América;5646
1/2/2017;Fluvial/Marítima;Europa;2017
1/2/2017;Fluvial/Marítima;Resto del mundo;335
1/2/2017;Terrestre;Bolivia;50162
1/2/2017;Terrestre;Brasil;352366
1/2/2017;Terrestre;Chile;377833
1/2/2017;Terrestre;Paraguay;148219
1/2/2017;Terrestre;Uruguay;211305
1/2/2017;Terrestre;EE.UU. y Canadá;297
1/2/2017;Terrestre;Resto de América;3904
1/2/2017;Terrestre;Europa;553
1/2/2017;Terrestre;Resto del mundo;249
1/3/2017;Aérea;Bolivia;4791
1/3/2017;Aérea;Brasil;112159
1/3/2017;Aérea;Chile;44431
1/3/2017;Aérea;Paraguay;3542
1/3/2017;Aérea;Uruguay;7686
1/3/2017;Aérea;EE.UU. y Canadá;78452
1/3/2017;Aérea;Resto de América;91778
1/3/2017;Aérea;Europa;44007
1/3/2017;Aérea;Resto del mundo;23135
1/3/2017;Fluvial/Marítima;Bolivia;8760
1/3/2017;Fluvial/Marítima;Brasil;10849
1/3/2017;Fluvial/Marítima;Chile;6140
1/3/2017;Fluvial/Marítima;Paraguay;11325
1/3/2017;Fluvial/Marítima;Uruguay;76573
1/3/2017;Fluvial/Marítima;EE.UU. y Canadá;110
1/3/2017;Fluvial/Marítima;Resto de América;425
1/3/2017;Fluvial/Marítima;Europa;153
1/3/2017;Fluvial/Marítima;Resto del mundo;28
1/3/2017;Terrestre;Bolivia;47707
1/3/2017;Terrestre;Brasil;149146
1/3/2017;Terrestre;Chile;211199
1/3/2017;Terrestre;Paraguay;91591
1/3/2017;Terrestre;Uruguay;95773
1/3/2017;Terrestre;EE.UU. y Canadá;259
1/3/2017;Terrestre;Resto de América;3402
1/3/2017;Terrestre;Europa;482
1/3/2017;Terrestre;Resto del mundo;217
1/4/2017;Aérea;Bolivia;3595
1/4/2017;Aérea;Brasil;85921
1/4/2017;Aérea;Chile;42173
1/4/2017;Aérea;Paraguay;3473
1/4/2017;Aérea;Uruguay;5590
1/4/2017;Aérea;EE.UU. y Canadá;69077
1/4/2017;Aérea;Resto de América;85361
1/4/2017;Aérea;Europa;44120
1/4/2017;Aérea;Resto del mundo;19840
1/4/2017;Fluvial/Marítima;Bolivia;9077
1/4/2017;Fluvial/Marítima;Brasil;4920
1/4/2017;Fluvial/Marítima;Chile;217
1/4/2017;Fluvial/Marítima;Paraguay;9655
1/4/2017;Fluvial/Marítima;Uruguay;49729
1/4/2017;Fluvial/Marítima;EE.UU. y Canadá;202
1/4/2017;Fluvial/Marítima;Resto de América;751
1/4/2017;Fluvial/Marítima;Europa;269
1/4/2017;Fluvial/Marítima;Resto del mundo;50
1/4/2017;Terrestre;Bolivia;29628
1/4/2017;Terrestre;Brasil;81618
1/4/2017;Terrestre;Chile;158011
1/4/2017;Terrestre;Paraguay;114753
1/4/2017;Terrestre;Uruguay;76038
1/4/2017;Terrestre;EE.UU. y Canadá;150
1/4/2017;Terrestre;Resto de América;1969
1/4/2017;Terrestre;Europa;279
1/4/2017;Terrestre;Resto del mundo;125
1/5/2017;Aérea;Bolivia;3580
1/5/2017;Aérea;Brasil;65108
1/5/2017;Aérea;Chile;45213
1/5/2017;Aérea;Paraguay;3658
1/5/2017;Aérea;Uruguay;5200
1/5/2017;Aérea;EE.UU. y Canadá;69503
1/5/2017;Aérea;Resto de América;96071
1/5/2017;Aérea;Europa;54370
1/5/2017;Aérea;Resto del mundo;28114
1/5/2017;Fluvial/Marítima;Bolivia;8695
1/5/2017;Fluvial/Marítima;Brasil;3517
1/5/2017;Fluvial/Marítima;Chile;31
1/5/2017;Fluvial/Marítima;Paraguay;9960
1/5/2017;Fluvial/Marítima;Uruguay;38585
1/5/2017;Fluvial/Marítima;EE.UU. y Canadá;115
1/5/2017;Fluvial/Marítima;Resto de América;418
1/5/2017;Fluvial/Marítima;Europa;135
1/5/2017;Fluvial/Marítima;Resto del mundo;27
1/5/2017;Terrestre;Bolivia;27160
1/5/2017;Terrestre;Brasil;47794
1/5/2017;Terrestre;Chile;107287
1/5/2017;Terrestre;Paraguay;97363
1/5/2017;Terrestre;Uruguay;43956
1/5/2017;Terrestre;EE.UU. y Canadá;18
1/5/2017;Terrestre;Resto de América;241
1/5/2017;Terrestre;Europa;34
1/5/2017;Terrestre;Resto del mundo;15
1/6/2017;Aérea;Bolivia;3089
1/6/2017;Aérea;Brasil;48795
1/6/2017;Aérea;Chile;36282
1/6/2017;Aérea;Paraguay;3646
1/6/2017;Aérea;Uruguay;4367
1/6/2017;Aérea;EE.UU. y Canadá;71059
1/6/2017;Aérea;Resto de América;78746
1/6/2017;Aérea;Europa;81130
1/6/2017;Aérea;Resto del mundo;17859
1/6/2017;Fluvial/Marítima;Bolivia;6983
1/6/2017;Fluvial/Marítima;Brasil;2318
1/6/2017;Fluvial/Marítima;Chile;16
1/6/2017;Fluvial/Marítima;Paraguay;12930
1/6/2017;Fluvial/Marítima;Uruguay;24578
1/6/2017;Fluvial/Marítima;EE.UU. y Canadá;251
1/6/2017;Fluvial/Marítima;Resto de América;928
1/6/2017;Fluvial/Marítima;Europa;247
1/6/2017;Fluvial/Marítima;Resto del mundo;59
1/6/2017;Terrestre;Bolivia;26478
1/6/2017;Terrestre;Brasil;42462
1/6/2017;Terrestre;Chile;59314
1/6/2017;Terrestre;Paraguay;89691
1/6/2017;Terrestre;Uruguay;29844
1/6/2017;Terrestre;EE.UU. y Canadá;113
1/6/2017;Terrestre;Resto de América;1488
1/6/2017;Terrestre;Europa;211
1/6/2017;Terrestre;Resto del mundo;95
1/7/2017;Aérea;Bolivia;4618
1/7/2017;Aérea;Brasil;65165
1/7/2017;Aérea;Chile;57803
1/7/2017;Aérea;Paraguay;5712
1/7/2017;Aérea;Uruguay;3384
1/7/2017;Aérea;EE.UU. y Canadá;77087
1/7/2017;Aérea;Resto de América;82788
1/7/2017;Aérea;Europa;85529
1/7/2017;Aérea;Resto del mundo;13802
1/7/2017;Fluvial/Marítima;Bolivia;13418
1/7/2017;Fluvial/Marítima;Brasil;7340
1/7/2017;Fluvial/Marítima;Chile;19
1/7/2017;Fluvial/Marítima;Paraguay;20746
1/7/2017;Fluvial/Marítima;Uruguay;45191
1/7/2017;Fluvial/Marítima;EE.UU. y Canadá;556
1/7/2017;Fluvial/Marítima;Resto de América;3113
1/7/2017;Fluvial/Marítima;Europa;507
1/7/2017;Fluvial/Marítima;Resto del mundo;151
1/7/2017;Terrestre;Bolivia;47436
1/7/2017;Terrestre;Brasil;114694
1/7/2017;Terrestre;Chile;127413
1/7/2017;Terrestre;Paraguay;159698
1/7/2017;Terrestre;Uruguay;65742
1/7/2017;Terrestre;EE.UU. y Canadá;362
1/7/2017;Terrestre;Resto de América;1656
1/7/2017;Terrestre;Europa;235
1/7/2017;Terrestre;Resto del mundo;105
1/8/2017;Aérea;Bolivia;4536
1/8/2017;Aérea;Brasil;59874
1/8/2017;Aérea;Chile;47365
1/8/2017;Aérea;Paraguay;4744
1/8/2017;Aérea;Uruguay;4149
1/8/2017;Aérea;EE.UU. y Canadá;85578
1/8/2017;Aérea;Resto de América;79271
1/8/2017;Aérea;Europa;81872
1/8/2017;Aérea;Resto del mundo;13101
1/8/2017;Fluvial/Marítima;Bolivia;12140
1/8/2017;Fluvial/Marítima;Brasil;4819
1/8/2017;Fluvial/Marítima;Chile;20
1/8/2017;Fluvial/Marítima;Paraguay;12350
1/8/2017;Fluvial/Marítima;Uruguay;32026
1/8/2017;Fluvial/Marítima;EE.UU. y Canadá;575
1/8/2017;Fluvial/Marítima;Resto de América;2796
1/8/2017;Fluvial/Marítima;Europa;626
1/8/2017;Fluvial/Marítima;Resto del mundo;136
1/8/2017;Terrestre;Bolivia;38283
1/8/2017;Terrestre;Brasil;57672
1/8/2017;Terrestre;Chile;97148
1/8/2017;Terrestre;Paraguay;102300
1/8/2017;Terrestre;Uruguay;44326
1/8/2017;Terrestre;EE.UU. y Canadá;173
1/8/2017;Terrestre;Resto de América;783
1/8/2017;Terrestre;Europa;111
1/8/2017;Terrestre;Resto del mundo;50
1/9/2017;Aérea;Bolivia;4154
1/9/2017;Aérea;Brasil;69093
1/9/2017;Aérea;Chile;39301
1/9/2017;Aérea;Paraguay;4271
1/9/2017;Aérea;Uruguay;6170
1/9/2017;Aérea;EE.UU. y Canadá;75165
1/9/2017;Aérea;Resto de América;69092
1/9/2017;Aérea;Europa;85883
1/9/2017;Aérea;Resto del mundo;14991
1/9/2017;Fluvial/Marítima;Bolivia;11836
1/9/2017;Fluvial/Marítima;Brasil;3725
1/9/2017;Fluvial/Marítima;Chile;6
1/9/2017;Fluvial/Marítima;Paraguay;12161
1/9/2017;Fluvial/Marítima;Uruguay;38011
1/9/2017;Fluvial/Marítima;EE.UU. y Canadá;90
1/9/2017;Fluvial/Marítima;Resto de América;533
1/9/2017;Fluvial/Marítima;Europa;113
1/9/2017;Fluvial/Marítima;Resto del mundo;25
1/9/2017;Terrestre;Bolivia;36066
1/9/2017;Terrestre;Brasil;61016
1/9/2017;Terrestre;Chile;113792
1/9/2017;Terrestre;Paraguay;86589
1/9/2017;Terrestre;Uruguay;40543
1/9/2017;Terrestre;EE.UU. y Canadá;318
1/9/2017;Terrestre;Resto de América;2562
1/9/2017;Terrestre;Europa;363
1/9/2017;Terrestre;Resto del mundo;163
1/10/2017;Aérea;Bolivia;3858
1/10/2017;Aérea;Brasil;77556
1/10/2017;Aérea;Chile;51290
1/10/2017;Aérea;Paraguay;5579
1/10/2017;Aérea;Uruguay;7198
1/10/2017;Aérea;EE.UU. y Canadá;86115
1/10/2017;Aérea;Resto de América;66790
1/10/2017;Aérea;Europa;83527
