indice_tiempo;medio_de_transporte;pais_origen;viajes_de_turistas_no_residentes
1/10/2011;Fluvial/Marítima;Europa;6967
1/10/2011;Fluvial/Marítima;Resto del mundo;1561
1/10/2011;Terrestre;Bolivia;17806
1/10/2011;Terrestre;Brasil;24785
1/10/2011;Terrestre;Chile;63683
1/10/2011;Terrestre;Paraguay;46581
1/10/2011;Terrestre;Uruguay;22760
1/10/2011;Terrestre;EE.UU. y Canadá;3533
1/10/2011;Terrestre;Resto de América;10772
1/10/2011;Terrestre;Europa;20474
1/10/2011;Terrestre;Resto del mundo;5458
1/11/2011;Aérea;Bolivia;4567
1/11/2011;Aérea;Brasil;70940
1/11/2011;Aérea;Chile;26051
1/11/2011;Aérea;Paraguay;5991
1/11/2011;Aérea;Uruguay;5829
1/11/2011;Aérea;EE.UU. y Canadá;28214
1/11/2011;Aérea;Resto de América;37832
1/11/2011;Aérea;Europa;60108
1/11/2011;Aérea;Resto del mundo;13058
1/11/2011;Fluvial/Marítima;Bolivia;3624
1/11/2011;Fluvial/Marítima;Brasil;8901
1/11/2011;Fluvial/Marítima;Chile;979
1/11/2011;Fluvial/Marítima;Paraguay;5938
1/11/2011;Fluvial/Marítima;Uruguay;34507
1/11/2011;Fluvial/Marítima;EE.UU. y Canadá;5673
1/11/2011;Fluvial/Marítima;Resto de América;6967
1/11/2011;Fluvial/Marítima;Europa;12231
1/11/2011;Fluvial/Marítima;Resto del mundo;1882
1/11/2011;Terrestre;Bolivia;15609
1/11/2011;Terrestre;Brasil;23053
1/11/2011;Terrestre;Chile;67994
1/11/2011;Terrestre;Paraguay;44848
1/11/2011;Terrestre;Uruguay;20424
1/11/2011;Terrestre;EE.UU. y Canadá;4938
1/11/2011;Terrestre;Resto de América;13159
1/11/2011;Terrestre;Europa;35644
1/11/2011;Terrestre;Resto del mundo;6987
1/12/2011;Aérea;Bolivia;6408
1/12/2011;Aérea;Brasil;55001
1/12/2011;Aérea;Chile;21136
1/12/2011;Aérea;Paraguay;10096
1/12/2011;Aérea;Uruguay;5693
1/12/2011;Aérea;EE.UU. y Canadá;29124
1/12/2011;Aérea;Resto de América;47773
1/12/2011;Aérea;Europa;62762
1/12/2011;Aérea;Resto del mundo;15863
1/12/2011;Fluvial/Marítima;Bolivia;3670
1/12/2011;Fluvial/Marítima;Brasil;29580
1/12/2011;Fluvial/Marítima;Chile;1067
1/12/2011;Fluvial/Marítima;Paraguay;8916
1/12/2011;Fluvial/Marítima;Uruguay;31139
1/12/2011;Fluvial/Marítima;EE.UU. y Canadá;6485
1/12/2011;Fluvial/Marítima;Resto de América;7821
1/12/2011;Fluvial/Marítima;Europa;16002
1/12/2011;Fluvial/Marítima;Resto del mundo;2880
1/12/2011;Terrestre;Bolivia;25344
1/12/2011;Terrestre;Brasil;24271
1/12/2011;Terrestre;Chile;67800
1/12/2011;Terrestre;Paraguay;95648
1/12/2011;Terrestre;Uruguay;21582
1/12/2011;Terrestre;EE.UU. y Canadá;6198
1/12/2011;Terrestre;Resto de América;17890
1/12/2011;Terrestre;Europa;30471
1/12/2011;Terrestre;Resto del mundo;11279
1/1/2012;Aérea;Bolivia;7336
1/1/2012;Aérea;Brasil;88318
1/1/2012;Aérea;Chile;16236
1/1/2012;Aérea;Paraguay;9222
1/1/2012;Aérea;Uruguay;2394
1/1/2012;Aérea;EE.UU. y Canadá;36877
1/1/2012;Aérea;Resto de América;38104
1/1/2012;Aérea;Europa;80742
1/1/2012;Aérea;Resto del mundo;18128
1/1/2012;Fluvial/Marítima;Bolivia;2927
1/1/2012;Fluvial/Marítima;Brasil;43340
1/1/2012;Fluvial/Marítima;Chile;2033
1/1/2012;Fluvial/Marítima;Paraguay;8601
1/1/2012;Fluvial/Marítima;Uruguay;23990
1/1/2012;Fluvial/Marítima;EE.UU. y Canadá;11838
1/1/2012;Fluvial/Marítima;Resto de América;7870
1/1/2012;Fluvial/Marítima;Europa;20349
1/1/2012;Fluvial/Marítima;Resto del mundo;3483
1/1/2012;Terrestre;Bolivia;29346
1/1/2012;Terrestre;Brasil;40253
1/1/2012;Terrestre;Chile;107370
1/1/2012;Terrestre;Paraguay;59653
1/1/2012;Terrestre;Uruguay;21196
1/1/2012;Terrestre;EE.UU. y Canadá;7277
1/1/2012;Terrestre;Resto de América;16328
1/1/2012;Terrestre;Europa;34069
1/1/2012;Terrestre;Resto del mundo;14808
1/2/2012;Aérea;Bolivia;5883
1/2/2012;Aérea;Brasil;59186
1/2/2012;Aérea;Chile;22216
1/2/2012;Aérea;Paraguay;7141
1/2/2012;Aérea;Uruguay;4056
1/2/2012;Aérea;EE.UU. y Canadá;24911
1/2/2012;Aérea;Resto de América;23612
1/2/2012;Aérea;Europa;58654
1/2/2012;Aérea;Resto del mundo;16529
1/2/2012;Fluvial/Marítima;Bolivia;1046
1/2/2012;Fluvial/Marítima;Brasil;30506
1/2/2012;Fluvial/Marítima;Chile;3457
1/2/2012;Fluvial/Marítima;Paraguay;5517
1/2/2012;Fluvial/Marítima;Uruguay;23875
1/2/2012;Fluvial/Marítima;EE.UU. y Canadá;11051
1/2/2012;Fluvial/Marítima;Resto de América;3815
1/2/2012;Fluvial/Marítima;Europa;19170
1/2/2012;Fluvial/Marítima;Resto del mundo;3315
1/2/2012;Terrestre;Bolivia;22382
1/2/2012;Terrestre;Brasil;26865
1/2/2012;Terrestre;Chile;144688
1/2/2012;Terrestre;Paraguay;57379
1/2/2012;Terrestre;Uruguay;20385
1/2/2012;Terrestre;EE.UU. y Canadá;6909
1/2/2012;Terrestre;Resto de América;9695
1/2/2012;Terrestre;Europa;31133
1/2/2012;Terrestre;Resto del mundo;13585
1/3/2012;Aérea;Bolivia;4414
1/3/2012;Aérea;Brasil;59479
1/3/2012;Aérea;Chile;22310
1/3/2012;Aérea;Paraguay;7505
1/3/2012;Aérea;Uruguay;7123
1/3/2012;Aérea;EE.UU. y Canadá;35693
1/3/2012;Aérea;Resto de América;31683
1/3/2012;Aérea;Europa;64452
1/3/2012;Aérea;Resto del mundo;16693
1/3/2012;Fluvial/Marítima;Bolivia;2669
1/3/2012;Fluvial/Marítima;Brasil;23594
1/3/2012;Fluvial/Marítima;Chile;1369
1/3/2012;Fluvial/Marítima;Paraguay;4493
1/3/2012;Fluvial/Marítima;Uruguay;30622
1/3/2012;Fluvial/Marítima;EE.UU. y Canadá;7396
1/3/2012;Fluvial/Marítima;Resto de América;4736
1/3/2012;Fluvial/Marítima;Europa;11764
1/3/2012;Fluvial/Marítima;Resto del mundo;2786
1/3/2012;Terrestre;Bolivia;14254
1/3/2012;Terrestre;Brasil;19637
1/3/2012;Terrestre;Chile;67092
1/3/2012;Terrestre;Paraguay;47612
1/3/2012;Terrestre;Uruguay;17402
1/3/2012;Terrestre;EE.UU. y Canadá;6999
1/3/2012;Terrestre;Resto de América;9017
1/3/2012;Terrestre;Europa;27806
1/3/2012;Terrestre;Resto del mundo;10608
1/4/2012;Aérea;Bolivia;4589
1/4/2012;Aérea;Brasil;70629
1/4/2012;Aérea;Chile;21376
1/4/2012;Aérea;Paraguay;8245
1/4/2012;Aérea;Uruguay;6762
1/4/2012;Aérea;EE.UU. y Canadá;25539
1/4/2012;Aérea;Resto de América;33029
1/4/2012;Aérea;Europa;50225
1/4/2012;Aérea;Resto del mundo;14363
1/4/2012;Fluvial/Marítima;Bolivia;3474
1/4/2012;Fluvial/Marítima;Brasil;9489
1/4/2012;Fluvial/Marítima;Chile;893
1/4/2012;Fluvial/Marítima;Paraguay;4566
1/4/2012;Fluvial/Marítima;Uruguay;41696
1/4/2012;Fluvial/Marítima;EE.UU. y Canadá;2910
1/4/2012;Fluvial/Marítima;Resto de América;5881
1/4/2012;Fluvial/Marítima;Europa;7124
1/4/2012;Fluvial/Marítima;Resto del mundo;1353
1/4/2012;Terrestre;Bolivia;14839
1/4/2012;Terrestre;Brasil;21544
1/4/2012;Terrestre;Chile;63064
1/4/2012;Terrestre;Paraguay;46765
1/4/2012;Terrestre;Uruguay;30926
1/4/2012;Terrestre;EE.UU. y Canadá;3681
1/4/2012;Terrestre;Resto de América;10485
1/4/2012;Terrestre;Europa;18284
1/4/2012;Terrestre;Resto del mundo;6505
1/5/2012;Aérea;Bolivia;3781
1/5/2012;Aérea;Brasil;67893
1/5/2012;Aérea;Chile;25035
1/5/2012;Aérea;Paraguay;7770
1/5/2012;Aérea;Uruguay;5342
1/5/2012;Aérea;EE.UU. y Canadá;23411
1/5/2012;Aérea;Resto de América;29271
1/5/2012;Aérea;Europa;35209
1/5/2012;Aérea;Resto del mundo;10784
1/5/2012;Fluvial/Marítima;Bolivia;3698
1/5/2012;Fluvial/Marítima;Brasil;7720
1/5/2012;Fluvial/Marítima;Chile;841
1/5/2012;Fluvial/Marítima;Paraguay;6099
1/5/2012;Fluvial/Marítima;Uruguay;35819
1/5/2012;Fluvial/Marítima;EE.UU. y Canadá;1978
1/5/2012;Fluvial/Marítima;Resto de América;3505
1/5/2012;Fluvial/Marítima;Europa;4248
1/5/2012;Fluvial/Marítima;Resto del mundo;1198
1/5/2012;Terrestre;Bolivia;15191
1/5/2012;Terrestre;Brasil;24129
1/5/2012;Terrestre;Chile;46330
1/5/2012;Terrestre;Paraguay;42484
1/5/2012;Terrestre;Uruguay;16822
1/5/2012;Terrestre;EE.UU. y Canadá;2528
1/5/2012;Terrestre;Resto de América;8172
1/5/2012;Terrestre;Europa;10821
1/5/2012;Terrestre;Resto del mundo;4569
1/6/2012;Aérea;Bolivia;3096
1/6/2012;Aérea;Brasil;75961
1/6/2012;Aérea;Chile;22715
1/6/2012;Aérea;Paraguay;5871
1/6/2012;Aérea;Uruguay;6164
1/6/2012;Aérea;EE.UU. y Canadá;21269
1/6/2012;Aérea;Resto de América;28797
1/6/2012;Aérea;Europa;26840
1/6/2012;Aérea;Resto del mundo;9127
1/6/2012;Fluvial/Marítima;Bolivia;3477
1/6/2012;Fluvial/Marítima;Brasil;8072
1/6/2012;Fluvial/Marítima;Chile;495
1/6/2012;Fluvial/Marítima;Paraguay;6397
1/6/2012;Fluvial/Marítima;Uruguay;25420
1/6/2012;Fluvial/Marítima;EE.UU. y Canadá;1953
1/6/2012;Fluvial/Marítima;Resto de América;5176
1/6/2012;Fluvial/Marítima;Europa;2727
1/6/2012;Fluvial/Marítima;Resto del mundo;1033
1/6/2012;Terrestre;Bolivia;15605
1/6/2012;Terrestre;Brasil;20606
1/6/2012;Terrestre;Chile;27930
1/6/2012;Terrestre;Paraguay;38618
1/6/2012;Terrestre;Uruguay;10932
1/6/2012;Terrestre;EE.UU. y Canadá;1690
1/6/2012;Terrestre;Resto de América;10033
1/6/2012;Terrestre;Europa;6665
1/6/2012;Terrestre;Resto del mundo;3344
1/7/2012;Aérea;Bolivia;4046
1/7/2012;Aérea;Brasil;103488
1/7/2012;Aérea;Chile;25841
1/7/2012;Aérea;Paraguay;6672
1/7/2012;Aérea;Uruguay;4558
1/7/2012;Aérea;EE.UU. y Canadá;20529
1/7/2012;Aérea;Resto de América;30026
1/7/2012;Aérea;Europa;29448
1/7/2012;Aérea;Resto del mundo;9413
1/7/2012;Fluvial/Marítima;Bolivia;4749
1/7/2012;Fluvial/Marítima;Brasil;11620
1/7/2012;Fluvial/Marítima;Chile;1153
1/7/2012;Fluvial/Marítima;Paraguay;8038
1/7/2012;Fluvial/Marítima;Uruguay;42318
1/7/2012;Fluvial/Marítima;EE.UU. y Canadá;2160
1/7/2012;Fluvial/Marítima;Resto de América;4662
1/7/2012;Fluvial/Marítima;Europa;4007
1/7/2012;Fluvial/Marítima;Resto del mundo;1047
1/7/2012;Terrestre;Bolivia;24671
1/7/2012;Terrestre;Brasil;26405
1/7/2012;Terrestre;Chile;53584
1/7/2012;Terrestre;Paraguay;60052
1/7/2012;Terrestre;Uruguay;29456
1/7/2012;Terrestre;EE.UU. y Canadá;2247
1/7/2012;Terrestre;Resto de América;10526
1/7/2012;Terrestre;Europa;11020
1/7/2012;Terrestre;Resto del mundo;3342
1/8/2012;Aérea;Bolivia;4032
1/8/2012;Aérea;Brasil;75810
1/8/2012;Aérea;Chile;24210
1/8/2012;Aérea;Paraguay;4308
1/8/2012;Aérea;Uruguay;3986
1/8/2012;Aérea;EE.UU. y Canadá;21880
1/8/2012;Aérea;Resto de América;35373
1/8/2012;Aérea;Europa;35323
1/8/2012;Aérea;Resto del mundo;11286
1/8/2012;Fluvial/Marítima;Bolivia;3614
1/8/2012;Fluvial/Marítima;Brasil;7244
1/8/2012;Fluvial/Marítima;Chile;736
1/8/2012;Fluvial/Marítima;Paraguay;6972
1/8/2012;Fluvial/Marítima;Uruguay;29372
1/8/2012;Fluvial/Marítima;EE.UU. y Canadá;1509
1/8/2012;Fluvial/Marítima;Resto de América;5165
1/8/2012;Fluvial/Marítima;Europa;3783
1/8/2012;Fluvial/Marítima;Resto del mundo;1019
1/8/2012;Terrestre;Bolivia;17677
1/8/2012;Terrestre;Brasil;16865
1/8/2012;Terrestre;Chile;36332
1/8/2012;Terrestre;Paraguay;49598
1/8/2012;Terrestre;Uruguay;17578
1/8/2012;Terrestre;EE.UU. y Canadá;1731
1/8/2012;Terrestre;Resto de América;8634
1/8/2012;Terrestre;Europa;12421
1/8/2012;Terrestre;Resto del mundo;3388
1/9/2012;Aérea;Bolivia;3838
1/9/2012;Aérea;Brasil;71647
1/9/2012;Aérea;Chile;26906
1/9/2012;Aérea;Paraguay;3995
1/9/2012;Aérea;Uruguay;3477
1/9/2012;Aérea;EE.UU. y Canadá;16485
1/9/2012;Aérea;Resto de América;32857
1/9/2012;Aérea;Europa;32150
1/9/2012;Aérea;Resto del mundo;11152
1/9/2012;Fluvial/Marítima;Bolivia;3448
1/9/2012;Fluvial/Marítima;Brasil;8782
1/9/2012;Fluvial/Marítima;Chile;1167
1/9/2012;Fluvial/Marítima;Paraguay;7025
1/9/2012;Fluvial/Marítima;Uruguay;36501
1/9/2012;Fluvial/Marítima;EE.UU. y Canadá;1543
1/9/2012;Fluvial/Marítima;Resto de América;5703
1/9/2012;Fluvial/Marítima;Europa;3897
1/9/2012;Fluvial/Marítima;Resto del mundo;1386
1/9/2012;Terrestre;Bolivia;16411
1/9/2012;Terrestre;Brasil;25152
1/9/2012;Terrestre;Chile;78272
1/9/2012;Terrestre;Paraguay;50416
1/9/2012;Terrestre;Uruguay;27750
1/9/2012;Terrestre;EE.UU. y Canadá;2315
1/9/2012;Terrestre;Resto de América;9858
1/9/2012;Terrestre;Europa;10792
1/9/2012;Terrestre;Resto del mundo;4224
1/10/2012;Aérea;Bolivia;4257
1/10/2012;Aérea;Brasil;64131
1/10/2012;Aérea;Chile;25175
1/10/2012;Aérea;Paraguay;4165
1/10/2012;Aérea;Uruguay;4720
1/10/2012;Aérea;EE.UU. y Canadá;18687
1/10/2012;Aérea;Resto de América;34665
1/10/2012;Aérea;Europa;34320
1/10/2012;Aérea;Resto del mundo;14025
1/10/2012;Fluvial/Marítima;Bolivia;4163
1/10/2012;Fluvial/Marítima;Brasil;7088
1/10/2012;Fluvial/Marítima;Chile;730
1/10/2012;Fluvial/Marítima;Paraguay;3941
1/10/2012;Fluvial/Marítima;Uruguay;32158
1/10/2012;Fluvial/Marítima;EE.UU. y Canadá;2708
1/10/2012;Fluvial/Marítima;Resto de América;6081
1/10/2012;Fluvial/Marítima;Europa;5882
1/10/2012;Fluvial/Marítima;Resto del mundo;1444
1/10/2012;Terrestre;Bolivia;19883
1/10/2012;Terrestre;Brasil;24081
1/10/2012;Terrestre;Chile;53802
1/10/2012;Terrestre;Paraguay;49784
1/10/2012;Terrestre;Uruguay;26453
1/10/2012;Terrestre;EE.UU. y Canadá;3648
1/10/2012;Terrestre;Resto de América;10705
1/10/2012;Terrestre;Europa;18355
1/10/2012;Terrestre;Resto del mundo;5668
1/11/2012;Aérea;Bolivia;4343
1/11/2012;Aérea;Brasil;64194
1/11/2012;Aérea;Chile;24167
1/11/2012;Aérea;Paraguay;3973
1/11/2012;Aérea;Uruguay;2947
1/11/2012;Aérea;EE.UU. y Canadá;25746
1/11/2012;Aérea;Resto de América;35435
1/11/2012;Aérea;Europa;51333
1/11/2012;Aérea;Resto del mundo;11717
1/11/2012;Fluvial/Marítima;Bolivia;4383
1/11/2012;Fluvial/Marítima;Brasil;11418
1/11/2012;Fluvial/Marítima;Chile;978
1/11/2012;Fluvial/Marítima;Paraguay;5822
1/11/2012;Fluvial/Marítima;Uruguay;33652
1/11/2012;Fluvial/Marítima;EE.UU. y Canadá;5392
1/11/2012;Fluvial/Marítima;Resto de América;6576
1/11/2012;Fluvial/Marítima;Europa;9924
1/11/2012;Fluvial/Marítima;Resto del mundo;1959
1/11/2012;Terrestre;Bolivia;19291
1/11/2012;Terrestre;Brasil;23114
1/11/2012;Terrestre;Chile;69361
1/11/2012;Terrestre;Paraguay;47494
1/11/2012;Terrestre;Uruguay;23797
1/11/2012;Terrestre;EE.UU. y Canadá;5372
1/11/2012;Terrestre;Resto de América;14050
1/11/2012;Terrestre;Europa;32012
1/11/2012;Terrestre;Resto del mundo;6567
1/12/2012;Aérea;Bolivia;6748
1/12/2012;Aérea;Brasil;51707
1/12/2012;Aérea;Chile;18600
1/12/2012;Aérea;Paraguay;6488
1/12/2012;Aérea;Uruguay;3172
1/12/2012;Aérea;EE.UU. y Canadá;28144
1/12/2012;Aérea;Resto de América;51422
1/12/2012;Aérea;Europa;55445
1/12/2012;Aérea;Resto del mundo;14125
1/12/2012;Fluvial/Marítima;Bolivia;4249
1/12/2012;Fluvial/Marítima;Brasil;30642
1/12/2012;Fluvial/Marítima;Chile;1111
1/12/2012;Fluvial/Marítima;Paraguay;7450
1/12/2012;Fluvial/Marítima;Uruguay;33687
1/12/2012;Fluvial/Marítima;EE.UU. y Canadá;6383
1/12/2012;Fluvial/Marítima;Resto de América;8029
1/12/2012;Fluvial/Marítima;Europa;13803
1/12/2012;Fluvial/Marítima;Resto del mundo;2420
1/12/2012;Terrestre;Bolivia;28363
1/12/2012;Terrestre;Brasil;23711
1/12/2012;Terrestre;Chile;67996
1/12/2012;Terrestre;Paraguay;82905
1/12/2012;Terrestre;Uruguay;24043
1/12/2012;Terrestre;EE.UU. y Canadá;6016
1/12/2012;Terrestre;Resto de América;17992
1/12/2012;Terrestre;Europa;28402
1/12/2012;Terrestre;Resto del mundo;9753
1/1/2013;Aérea;Bolivia;7431
1/1/2013;Aérea;Brasil;62806
1/1/2013;Aérea;Chile;16021
1/1/2013;Aérea;Paraguay;4779
1/1/2013;Aérea;Uruguay;3238
1/1/2013;Aérea;EE.UU. y Canadá;35409
1/1/2013;Aérea;Resto de América;38670
1/1/2013;Aérea;Europa;74292
1/1/2013;Aérea;Resto del mundo;16916
1/1/2013;Fluvial/Marítima;Bolivia;2994
1/1/2013;Fluvial/Marítima;Brasil;43792
1/1/2013;Fluvial/Marítima;Chile;2159
1/1/2013;Fluvial/Marítima;Paraguay;6524
1/1/2013;Fluvial/Marítima;Uruguay;24064
1/1/2013;Fluvial/Marítima;EE.UU. y Canadá;10408
1/1/2013;Fluvial/Marítima;Resto de América;8035
1/1/2013;Fluvial/Marítima;Europa;16506
1/1/2013;Fluvial/Marítima;Resto del mundo;3936
1/1/2013;Terrestre;Bolivia;31843
1/1/2013;Terrestre;Brasil;34818
1/1/2013;Terrestre;Chile;94815
1/1/2013;Terrestre;Paraguay;54704
1/1/2013;Terrestre;Uruguay;22975
1/1/2013;Terrestre;EE.UU. y Canadá;6638
1/1/2013;Terrestre;Resto de América;15318
1/1/2013;Terrestre;Europa;30414
1/1/2013;Terrestre;Resto del mundo;13490
1/2/2013;Aérea;Bolivia;5035
1/2/2013;Aérea;Brasil;40800
1/2/2013;Aérea;Chile;19749
1/2/2013;Aérea;Paraguay;4012
1/2/2013;Aérea;Uruguay;3519
1/2/2013;Aérea;EE.UU. y Canadá;24505
1/2/2013;Aérea;Resto de América;23799
1/2/2013;Aérea;Europa;52519
1/2/2013;Aérea;Resto del mundo;14699
1/2/2013;Fluvial/Marítima;Bolivia;1085
1/2/2013;Fluvial/Marítima;Brasil;32640
1/2/2013;Fluvial/Marítima;Chile;3417
1/2/2013;Fluvial/Marítima;Paraguay;6000
1/2/2013;Fluvial/Marítima;Uruguay;24593
1/2/2013;Fluvial/Marítima;EE.UU. y Canadá;11186
1/2/2013;Fluvial/Marítima;Resto de América;3459
1/2/2013;Fluvial/Marítima;Europa;16148
1/2/2013;Fluvial/Marítima;Resto del mundo;3857
1/2/2013;Terrestre;Bolivia;20903
1/2/2013;Terrestre;Brasil;21762
1/2/2013;Terrestre;Chile;138198
1/2/2013;Terrestre;Paraguay;51999
1/2/2013;Terrestre;Uruguay;24554
1/2/2013;Terrestre;EE.UU. y Canadá;5686
1/2/2013;Terrestre;Resto de América;9169
1/2/2013;Terrestre;Europa;26944
1/2/2013;Terrestre;Resto del mundo;11734
1/3/2013;Aérea;Bolivia;4360
1/3/2013;Aérea;Brasil;40911
1/3/2013;Aérea;Chile;19930
1/3/2013;Aérea;Paraguay;5647
1/3/2013;Aérea;Uruguay;4934
1/3/2013;Aérea;EE.UU. y Canadá;30678
1/3/2013;Aérea;Resto de América;30800
1/3/2013;Aérea;Europa;57324
1/3/2013;Aérea;Resto del mundo;15424
1/3/2013;Fluvial/Marítima;Bolivia;2812
1/3/2013;Fluvial/Marítima;Brasil;20427
1/3/2013;Fluvial/Marítima;Chile;1284
1/3/2013;Fluvial/Marítima;Paraguay;7206
1/3/2013;Fluvial/Marítima;Uruguay;46142
1/3/2013;Fluvial/Marítima;EE.UU. y Canadá;7296
1/3/2013;Fluvial/Marítima;Resto de América;5574
1/3/2013;Fluvial/Marítima;Europa;12559
1/3/2013;Fluvial/Marítima;Resto del mundo;2721
1/3/2013;Terrestre;Bolivia;15629
1/3/2013;Terrestre;Brasil;21523
1/3/2013;Terrestre;Chile;75512
1/3/2013;Terrestre;Paraguay;68241
1/3/2013;Terrestre;Uruguay;41637
1/3/2013;Terrestre;EE.UU. y Canadá;5754
1/3/2013;Terrestre;Resto de América;10077
1/3/2013;Terrestre;Europa;27045
1/3/2013;Terrestre;Resto del mundo;9571
1/4/2013;Aérea;Bolivia;3850
1/4/2013;Aérea;Brasil;43643
1/4/2013;Aérea;Chile;20123
1/4/2013;Aérea;Paraguay;4633
1/4/2013;Aérea;Uruguay;5616
1/4/2013;Aérea;EE.UU. y Canadá;22122
1/4/2013;Aérea;Resto de América;31498
1/4/2013;Aérea;Europa;46950
1/4/2013;Aérea;Resto del mundo;13096
1/4/2013;Fluvial/Marítima;Bolivia;3468
1/4/2013;Fluvial/Marítima;Brasil;9347
1/4/2013;Fluvial/Marítima;Chile;658
1/4/2013;Fluvial/Marítima;Paraguay;6472
1/4/2013;Fluvial/Marítima;Uruguay;40084
1/4/2013;Fluvial/Marítima;EE.UU. y Canadá;2564
1/4/2013;Fluvial/Marítima;Resto de América;4338
1/4/2013;Fluvial/Marítima;Europa;7055
1/4/2013;Fluvial/Marítima;Resto del mundo;1454
1/4/2013;Terrestre;Bolivia;13482
1/4/2013;Terrestre;Brasil;19018
1/4/2013;Terrestre;Chile;46197
1/4/2013;Terrestre;Paraguay;43990
1/4/2013;Terrestre;Uruguay;22015
1/4/2013;Terrestre;EE.UU. y Canadá;2772
1/4/2013;Terrestre;Resto de América;8919
1/4/2013;Terrestre;Europa;15640
1/4/2013;Terrestre;Resto del mundo;6053
1/5/2013;Aérea;Bolivia;3910
1/5/2013;Aérea;Brasil;48940
1/5/2013;Aérea;Chile;23976
1/5/2013;Aérea;Paraguay;5857
1/5/2013;Aérea;Uruguay;4839
1/5/2013;Aérea;EE.UU. y Canadá;19913
1/5/2013;Aérea;Resto de América;30087
1/5/2013;Aérea;Europa;34939
1/5/2013;Aérea;Resto del mundo;11748
1/5/2013;Fluvial/Marítima;Bolivia;3780
1/5/2013;Fluvial/Marítima;Brasil;7789
1/5/2013;Fluvial/Marítima;Chile;848
1/5/2013;Fluvial/Marítima;Paraguay;8518
1/5/2013;Fluvial/Marítima;Uruguay;42153
1/5/2013;Fluvial/Marítima;EE.UU. y Canadá;1726
1/5/2013;Fluvial/Marítima;Resto de América;3558
1/5/2013;Fluvial/Marítima;Europa;4237
1/5/2013;Fluvial/Marítima;Resto del mundo;1088
1/5/2013;Terrestre;Bolivia;14166
1/5/2013;Terrestre;Brasil;22401
1/5/2013;Terrestre;Chile;39062
1/5/2013;Terrestre;Paraguay;47266
1/5/2013;Terrestre;Uruguay;23552
1/5/2013;Terrestre;EE.UU. y Canadá;1952
1/5/2013;Terrestre;Resto de América;7281
1/5/2013;Terrestre;Europa;9940
1/5/2013;Terrestre;Resto del mundo;3754
1/6/2013;Aérea;Bolivia;4043
1/6/2013;Aérea;Brasil;61684
1/6/2013;Aérea;Chile;20208
1/6/2013;Aérea;Paraguay;4653
1/6/2013;Aérea;Uruguay;5279
1/6/2013;Aérea;EE.UU. y Canadá;19354
1/6/2013;Aérea;Resto de América;32858
1/6/2013;Aérea;Europa;27373
1/6/2013;Aérea;Resto del mundo;9803
1/6/2013;Fluvial/Marítima;Bolivia;3557
1/6/2013;Fluvial/Marítima;Brasil;7777
1/6/2013;Fluvial/Marítima;Chile;551
1/6/2013;Fluvial/Marítima;Paraguay;8838
1/6/2013;Fluvial/Marítima;Uruguay;47900
1/6/2013;Fluvial/Marítima;EE.UU. y Canadá;1820
1/6/2013;Fluvial/Marítima;Resto de América;5152
1/6/2013;Fluvial/Marítima;Europa;3201
1/6/2013;Fluvial/Marítima;Resto del mundo;795
1/6/2013;Terrestre;Bolivia;14431
1/6/2013;Terrestre;Brasil;22779
1/6/2013;Terrestre;Chile;28797
1/6/2013;Terrestre;Paraguay;46802
1/6/2013;Terrestre;Uruguay;22862
1/6/2013;Terrestre;EE.UU. y Canadá;1534
1/6/2013;Terrestre;Resto de América;9701
1/6/2013;Terrestre;Europa;6772
1/6/2013;Terrestre;Resto del mundo;2722
1/7/2013;Aérea;Bolivia;4832
1/7/2013;Aérea;Brasil;88711
1/7/2013;Aérea;Chile;25133
1/7/2013;Aérea;Paraguay;5011
1/7/2013;Aérea;Uruguay;5414
1/7/2013;Aérea;EE.UU. y Canadá;18643
1/7/2013;Aérea;Resto de América;30373
1/7/2013;Aérea;Europa;27470
1/7/2013;Aérea;Resto del mundo;8693
1/7/2013;Fluvial/Marítima;Bolivia;4785
1/7/2013;Fluvial/Marítima;Brasil;12481
1/7/2013;Fluvial/Marítima;Chile;1139
1/7/2013;Fluvial/Marítima;Paraguay;8435
1/7/2013;Fluvial/Marítima;Uruguay;55902
1/7/2013;Fluvial/Marítima;EE.UU. y Canadá;1757
1/7/2013;Fluvial/Marítima;Resto de América;4596
1/7/2013;Fluvial/Marítima;Europa;4068
1/7/2013;Fluvial/Marítima;Resto del mundo;1054
1/7/2013;Terrestre;Bolivia;23786
1/7/2013;Terrestre;Brasil;27398
1/7/2013;Terrestre;Chile;57250
1/7/2013;Terrestre;Paraguay;67518
1/7/2013;Terrestre;Uruguay;48346
1/7/2013;Terrestre;EE.UU. y Canadá;2344
1/7/2013;Terrestre;Resto de América;9906
1/7/2013;Terrestre;Europa;11045
1/7/2013;Terrestre;Resto del mundo;3461
1/8/2013;Aérea;Bolivia;4452
1/8/2013;Aérea;Brasil;69146
1/8/2013;Aérea;Chile;24016
1/8/2013;Aérea;Paraguay;4471
1/8/2013;Aérea;Uruguay;4537
1/8/2013;Aérea;EE.UU. y Canadá;18822
1/8/2013;Aérea;Resto de América;37883
1/8/2013;Aérea;Europa;33789
1/8/2013;Aérea;Resto del mundo;12208
1/8/2013;Fluvial/Marítima;Bolivia;3723
1/8/2013;Fluvial/Marítima;Brasil;7141
1/8/2013;Fluvial/Marítima;Chile;719
1/8/2013;Fluvial/Marítima;Paraguay;6579
